"AccessionID","system","Frequency","database","isol_env","host_species","oxygen_tolerance","dependent","oxygen_requirement","classification","Column_1","Column_2","Column_3","Column_4","Column_5","Column_6","Column_7","Phylum","P_count","Family","F_count","bact_defence_system"
"GCA_000009705","cas_adaptation",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"CRISPR-Cas_padloc"
"GCA_000009705","cas_type_I-D",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"CRISPR-Cas_padloc"
"GCA_000009705","cas_type_other",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"CRISPR-Cas_padloc"
"GCA_000009705","cbass_type_IIs",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"CBASS"
"GCA_000009705","septu_type_I",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"Septu"
"GCA_000009705","thoeris_type_I",1,"bacdive","Freshwater","0","0","","","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000009705","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Trichormus","s__Trichormus sp000009705","Cyanobacteriota",9,"Nostocaceae",2,"Thoeris"
"GCA_000012305","DMS_other",2,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter arcticus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter arcticus","Pseudomonadota",498,"Moraxellaceae",27,"DMS"
"GCA_000012305","RM_type_I",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter arcticus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter arcticus","Pseudomonadota",498,"Moraxellaceae",27,"RM"
"GCA_000012305","cbass_type_II",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter arcticus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter arcticus","Pseudomonadota",498,"Moraxellaceae",27,"CBASS"
"GCA_000012305","zorya_other",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter arcticus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter arcticus","Pseudomonadota",498,"Moraxellaceae",27,"Zorya"
"GCA_000012325","DMS_other",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"DMS"
"GCA_000012325","Dpd",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"Dpd"
"GCA_000012325","RM_type_IV",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"RM"
"GCA_000012325","dXTPase",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"dXTPase"
"GCA_000012325","gabija",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"Gabija"
"GCA_000012325","septu_type_I",1,"marref","Marine sediment","","Facultative","facultative","","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia;s__Colwellia psychrerythraea_A","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Alteromonadaceae","g__Colwellia","s__Colwellia psychrerythraea_A","Pseudomonadota",498,"Alteromonadaceae",119,"Septu"
"GCA_000013905","DMS_other",5,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"DMS"
"GCA_000013905","Paris",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"PARIS"
"GCA_000013905","RM_type_I",3,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"RM"
"GCA_000013905","RM_type_II",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"RM"
"GCA_000013905","mza_other",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"Mza"
"GCA_000013905","zorya_type_I",1,"bacdive","Soil","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter cryohalolentis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter cryohalolentis","Pseudomonadota",498,"Moraxellaceae",27,"Zorya"
"GCA_000013985","AbiD",1,"marref","Marine","","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis alaskensis","Pseudomonadota",498,"Sphingomonadaceae",15,"Abi"
"GCA_000013985","DMS_other",2,"marref","Marine","","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis alaskensis","Pseudomonadota",498,"Sphingomonadaceae",15,"DMS"
"GCA_000013985","Dpd",1,"marref","Marine","","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis alaskensis","Pseudomonadota",498,"Sphingomonadaceae",15,"Dpd"
"GCA_000013985","RM_type_II",1,"marref","Marine","","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis alaskensis","Pseudomonadota",498,"Sphingomonadaceae",15,"RM"
"GCA_000013985","dXTPase",1,"marref","Marine","","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis alaskensis","Pseudomonadota",498,"Sphingomonadaceae",15,"dXTPase"
"GCA_000015285","DMS_other",3,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"DMS"
"GCA_000015285","I-E",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"CRISPR-Cas_cctyper"
"GCA_000015285","RM_type_I",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"RM"
"GCA_000015285","RM_type_III",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"RM"
"GCA_000015285","RM_type_IV",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"RM"
"GCA_000015285","cas_type_I-E",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"CRISPR-Cas_padloc"
"GCA_000015285","cas_type_I-F1",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"CRISPR-Cas_padloc"
"GCA_000015285","dXTPase",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"dXTPase"
"GCA_000015285","gabija",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"Gabija"
"GCA_000015285","hachiman_type_I",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"Hachiman"
"GCA_000015285","viperin_solo",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"Viperin"
"GCA_000015285","zorya_other",1,"marref","Sea ice","","anaerobe","","anaerobic","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas ingrahamii","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Psychromonadaceae","g__Psychromonas","s__Psychromonas ingrahamii","Pseudomonadota",498,"Psychromonadaceae",6,"Zorya"
"GCA_000015505","AbiE",2,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"Abi"
"GCA_000015505","DMS_other",4,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"DMS"
"GCA_000015505","DRT_class_I",2,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"DRT"
"GCA_000015505","DRT_class_III",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"DRT"
"GCA_000015505","PT_SspABCD",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"Phosphorothioation"
"GCA_000015505","PT_SspFGH",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"Phosphorothioation"
"GCA_000015505","RM_type_I",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"RM"
"GCA_000015505","RM_type_IIG",2,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"RM"
"GCA_000015505","brex_type_II",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"BREX"
"GCA_000015505","dXTPase",1,"bacdive","Freshwater sediment","0","aerobe","","aerobe","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas naphthalenivorans","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae_B","g__Polaromonas","s__Polaromonas naphthalenivorans","Pseudomonadota",498,"Burkholderiaceae",25,"dXTPase"
